brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,price
Land,Rover Range Rover,2019,42000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Black,True,48990
Kia,Sorento Plug-In Hybrid,2022,10101,Plug-In Hybrid,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,White,–,True,44990
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Red,True,92500
Nissan,Armada SV,2017,187141,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,16995
Porsche,Cayenne Turbo S,2014,99100,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,White,Black,True,32000
Subaru,Outback Touring XT,2021,33500,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Blue,Brown,True,34000
Acura,RLX Advance Package,2016,102665,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,15450
Ford,Mustang GT,2001,52675,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,16995
BMW,330 i xDrive,2017,59203,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,–,True,23000
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,27000
Audi,SQ8 4.0T Premium,2021,43238,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Red,True,76400
MINI,Cooper S Base,2007,118000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Beige,Black,True,3600
Ford,Mustang EcoBoost,2021,17300,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Yellow,Black,True,31000
Audi,RS 7 4.0T,2016,64800,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Brown,True,50000
Mercedes-Benz,GLC 300 GLC,2022,1408,Gasoline,2.0 Liter Turbo,Lunar Blue Metallic,–,True,46798
Volkswagen,Touareg TDI Lux,2015,15167,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Gold,Black,True,35000
Porsche,Cayenne GTS,2016,64600,Gasoline,440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Red,True,41000
Jeep,Grand Wagoneer Series,2022,31112,Gasoline,471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,83000
MINI,Cooper S Base,2011,63500,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,10500
RAM,1500 Laramie,2022,13464,Gasoline,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,46999
Chevrolet,Camaro Base,2001,64776,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,7500
Jeep,Cherokee X,2022,9601,Gasoline,3.2L V6 24V MPFI DOHC,Sting Gray Clearcoat,Black,True,33498
BMW,ALPINA B7 xDrive,2013,135000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,14000
Volvo,XC90 3.2 Premier,2013,208864,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,White,Beige,True,7500
INFINITI,Q50 3.0T Premium,2016,49872,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,21500
MINI,Cooper Base,2009,90367,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,9250
Porsche,911 Carrera 4S,2014,36670,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,White,Black,True,82499
Jeep,Grand Wagoneer Base,2023,3752,Gasoline,6.4L V8 16V MPFI OHV,Ember Pearlcoat,Global Black,True,84620
Lexus,RX 350 Base,2021,30761,Gasoline,3.5L V6 24V PDI DOHC,Eminent White Pearl,Black,True,44950
RAM,1500 Laramie,2022,13438,Gasoline,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,46599
Jeep,Gladiator Overland,2020,9100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,49895
Ford,Fusion Hybrid Base,2011,223824,Hybrid,156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,White,Brown,True,4500
Audi,A6 2.0T Premium,2016,96000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,21990
Chevrolet,Silverado 1500 Z71,2004,185000,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Red,Gray,True,10500
Honda,Accord Hybrid Touring,2017,96400,Hybrid,212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,White,Beige,True,18500
RAM,2500 SLT,2018,67865,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,36500
Land,Rover Range Rover,2015,64300,E85 Flex Fuel,550.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Blue,Black,True,44850
Chevrolet,Colorado ZR2,2018,76500,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,True,33500
GMC,Sierra 2500 Denali,2017,96343,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Blue,Beige,True,53000
Subaru,Crosstrek 2.0i Limited,2018,74600,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,True,24000
Subaru,Outback 2.5i Limited,2014,157530,Gasoline,2.5L H4 16V MPFI DOHC,Twilight Blue Metallic,Black,True,9995
Jeep,Wrangler Unlimited Rubicon,2012,80000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Orange,Black,True,30000
Mercedes-Benz,C-Class C 300,2021,19000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Beige,True,37999
Porsche,911 Carrera S,2013,64000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,67000
Mercedes-Benz,GLS 450 Base,2019,34068,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,46900
Buick,Envision Preferred,2021,20104,Gasoline,2.0L I4 16V GDI DOHC Turbo,Burnished Bronze Metallic,Ebony,True,33295
Nissan,Armada Platinum,2022,8400,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,59950
Porsche,911 Turbo,2021,11938,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Black,–,False,209000
Chevrolet,Corvette Stingray w/2LT,2021,24670,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Brown,True,72500
Ford,Mustang Shelby GT500,2013,16478,Gasoline,650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,White,Black,True,66400
Ford,F-150 XL,2018,52500,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Gray,Gray,True,35000
Porsche,Cayenne Turbo,2004,92500,Gasoline,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,12000
Mitsubishi,Eclipse Spyder GT,2008,62930,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,10000
Lexus,GX 470 Base,2007,116600,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,19975
Dodge,Dakota Big Horn/Lone,2010,172024,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Red,Brown,True,7500
Jeep,Wrangler Sport,2012,57237,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,22500
Subaru,Outback Limited,2020,44600,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,Gray,True,28300
Jeep,Wrangler Unlimited Rubicon,2013,181830,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,21000
Subaru,Ascent Touring 7-Passenger,2021,39948,Gasoline,2.4L H4 16V GDI DOHC Turbo,Ice Silver Metallic,Black,True,36791
Ford,F-350 XL,2017,156453,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,White,Beige,True,40000
Porsche,Cayenne Turbo S,2014,156193,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,36000
BMW,X1 xDrive28i,2020,27989,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,29000
Toyota,4Runner Limited,2014,146700,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,24999
GMC,Yukon Denali,2019,88450,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,42900
Toyota,C-HR LE,2020,14065,Gasoline,2.0L I4 16V MPFI DOHC,Gray,Black,True,27671
Subaru,Outback Limited XT,2020,36844,Gasoline,2.4L H4 16V GDI DOHC Turbo,Magnetite Gray Metallic,Black,True,30427
Chevrolet,Silverado 1500 LT,2020,49000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,White,Black,True,44900
BMW,X5 xDrive50i,2013,58000,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Black,True,17900
Audi,A6 55 Prestige,2021,22800,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Blue,Brown,True,52000
Subaru,Outback 2.5i Limited,2014,78007,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Blue,Black,True,14750
Ford,F-250 King Ranch,2020,36500,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Gray,Brown,True,69900
Honda,CR-V EX,2004,156350,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Brown,Beige,True,3990
Lexus,GX 460 Luxury,2021,17710,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,White,Red,True,59000
Ford,Explorer XLT,2013,149000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Brown,Beige,True,7850
Subaru,Forester 2.5i Limited,2015,90000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,Gray,True,16000
Ford,Bronco Wildtrak Advanced,2022,9990,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,64500
Mercedes-Benz,A-Class A 220,2019,28663,Gasoline,2.0L I4 16V GDI DOHC Turbo,Jupiter Red,Black,True,29500
Lexus,NX 200t Base,2015,124250,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Orange,True,17900
Ford,F-250 Lariat,2017,50780,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,White,Black,True,61000
Porsche,911 Carrera C4S,2006,65000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Gray,False,43000
Toyota,Camry XSE,2022,19361,Gasoline,3.5 Liter,Red,Black,True,38298
Porsche,911 GT3,2018,9712,Gasoline,4.0L H6 24V GDI DOHC,Red,Black,True,188900
Mercedes-Benz,E-Class E55 AMG,2005,131000,Gasoline,469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,16500
Toyota,Highlander XLE,2022,31000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,43000
Volvo,S60 Recharge Plug-In,2021,24158,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Gray,Black,True,44900
Audi,A6 3.0T Premium,2016,72865,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,22000
Mercedes-Benz,E-Class E 350,2014,89563,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,18995
Nissan,Juke SL,2012,72639,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,15000
Mercedes-Benz,CLS-Class CLS 550,2012,79000,Gasoline,402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,19999
Audi,A3 2.0T Premium,2012,111564,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,11200
Lexus,GX 460 Base,2018,75000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,38095
Ford,Mustang Premium,2007,169613,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,5900
Honda,Pilot EX-L,2011,175000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,9000
BMW,540 i,2017,98500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,24500
Chrysler,300 S,2012,53000,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,13750
RAM,2500 Longhorn,2015,72200,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Black,Black,True,52500
Acura,TSX Base,2005,151600,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,7899
Lotus,Evora 2+2,2011,20000,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Red,True,51000
Chevrolet,Avalanche 1500 LT,2010,170000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Black,Black,True,9000
Ford,F-150 XLT,2019,69800,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Silver,Gray,True,34600
Toyota,Tundra SR5,2020,26300,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,True,46199
Honda,Fit Sport,2007,156111,Gasoline,109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,5200
Chevrolet,Silverado 2500 LTZ,2016,172600,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Red,Black,True,32500
Honda,Accord Crosstour EX-L,2010,145000,Gasoline,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Green,Black,True,9000
Ford,F-250 XLT Super,2001,64309,Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,7500
RAM,1500 TRX,2021,15183,Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,90000
Buick,Envision Essence,2020,28548,Gasoline,2.5L I4 16V GDI DOHC,Ebony Twilight Metallic,Ebony,True,32063
Volkswagen,Atlas 3.6L SEL,2022,14000,Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,46900
Mercedes-Benz,CLS 450 Base,2019,67000,Hybrid,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Yellow,Black,True,44500
Jeep,Wrangler Unlimited Sport,2017,84786,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,23500
Mercedes-Benz,S-Class S 63,2008,93000,Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,17800
Hyundai,Genesis Coupe 3.8,2010,127500,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,6000
GMC,Canyon Elevation Standard,2022,16500,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,32900
Jaguar,XK Base,2013,55700,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,27200
Ford,F-250 LARIAT,2021,42245,Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Agate Black Metallic,Black,True,76598
Toyota,RAV4 Base,2009,78500,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,–,True,12000
Ford,Expedition Platinum,2018,48619,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,White,True,51499
Jeep,Wrangler Unlimited 4xe,2021,51105,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,Black Clearcoat,Black,True,42700
Ford,F-150 XLT,2016,25880,E85 Flex Fuel,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Red,Gray,True,25500
Toyota,Tacoma SR5,2018,25083,Gasoline,3.5L V6 24V PDI DOHC,Red,Gray,True,34955
Audi,TT Roadster quattro,2002,69300,Gasoline,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,9995
Toyota,Highlander Hybrid Limited,2019,46000,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Silver,Black,True,40000
Jeep,Liberty Sport,2008,141485,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,6500
Toyota,Sequoia Limited,2018,63990,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,48000
Ford,Transit-350 Base,2020,19400,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,True,58000
Subaru,BRZ Limited,2013,129858,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,13490
Volvo,XC60 3.2,2012,102000,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,10800
Subaru,Impreza WRX Sti,2010,8700,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,39900
Chevrolet,Monte Carlo Supercharged,2004,148800,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,6500
Cadillac,Escalade Platinum Edition,2012,160249,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Black,Black,True,12900
Chrysler,300M Base,2004,45000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,6000
Chevrolet,Silverado 2500 LT,2006,169000,Diesel,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,White,Gray,True,19500
Mercedes-Benz,AMG C 63,2017,46000,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,56000
Ferrari,488 Spider Base,2019,13900,Gasoline,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,315000
Acura,TLX V6 Tech,2015,38000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,True,21900
Chevrolet,Corvette Z06,2006,42000,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,Orange,Black,True,42000
Lexus,NX 350h Premium,2024,300,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Black,Black,True,50999
Mercedes-Benz,SLK-Class SLK 350,2008,120800,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Red,Beige,True,13900
Jeep,Wrangler Unlimited Sahara,2020,76313,Gasoline,2.0L I4 16V GDI DOHC Turbo,Hellayella Clearcoat,Black,True,35234
Chevrolet,Silverado 1500 LT,2012,104000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Blue,Gray,True,16500
Lexus,GX 460 Base,2010,97097,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,22000
Jeep,Wrangler Unlimited X,2008,136731,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Yellow,Gray,True,15900
RAM,1500 Tradesman/Express,2017,40200,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Blue,Gray,True,24000
Ford,Explorer ST,2021,39105,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Black,–,True,44605
Mercedes-Benz,G 550 4x4,2017,23567,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Black,True,215000
BMW,M4 Competition,2021,12500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Blue,True,90000
Chevrolet,Colorado ZR2,2019,38900,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,True,34700
Lincoln,Navigator L Select,2016,84272,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,25221
Mercedes-Benz,E-Class E 350,2016,58375,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,24999
Ford,Mustang Shelby GT500,2007,7346,Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,40999
Dodge,Charger SRT8,2008,98231,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,15500
Jaguar,XK Base,2007,56000,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,18000
Honda,Civic EX,2020,13935,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,26000
Subaru,Impreza 2.0i,2019,30000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,21250
Saab,9-3 Aero,2009,106000,Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,12950
BMW,650 Gran Coupe,2014,82978,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,White,True,18700
Jeep,Wrangler Unlimited Sport,2018,58500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,35000
Ford,F-350 King Ranch,2015,92421,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,White,Brown,True,51900
Mazda,CX-30 Preferred,2020,9927,Gasoline,2.5L I4 16V GDI DOHC,Snowflake White Pearl,Black,True,27518
Jeep,Wrangler Sport,2000,122945,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Beige,Brown,True,13900
Lexus,RX 330 Base,2006,110250,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,11000
INFINITI,QX56 Base,2011,103010,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,13500
Hyundai,Veloster Value Edition,2017,55359,Gasoline,1.6L I4 16V GDI DOHC,Ironman Silver,Black,True,15599
Chevrolet,Silverado 1500 LT,2002,118500,Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,5900
Land,Rover Range Rover,2020,41500,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Gray,True,68000
BMW,M4 Base,2020,28000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,White,True,59900
Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Brown,True,24500
Honda,Accord Hybrid Base,2021,33523,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Lunar Silver Metallic,Gray,True,28748
Toyota,Prius v Three,2016,86300,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,Gray,Black,True,18000
Subaru,WRX Premium,2022,7738,Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Orange,Black,True,33000
Bentley,Bentayga Speed,2020,22001,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,Beluga Black,Hotspur Hide,True,173995
Ford,Explorer ST,2022,14361,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,51500
Chevrolet,Suburban LT,2016,98000,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Gray,Gray,True,30000
Chevrolet,Silverado 1500 Limited,2022,30455,Gasoline,2.7 Liter DOHC Turbo,Summit White,Jet Black,True,37698
Ford,Explorer Platinum,2020,64552,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Iconic Silver Metallic,Ebony,True,36750
Lexus,RX 350 Base,2017,103866,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Beige,Beige,True,24700
Land,Rover Range Rover,2019,35650,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,57999
Ford,Explorer Platinum,2021,64957,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Black,Light Slate,True,39979
Chevrolet,Equinox 2LT,2012,96653,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Brown,True,7500
Dodge,Challenger SXT,2022,29500,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,31000
Porsche,911 Carrera,2021,7400,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Red,Black,False,116999
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Silver,Black,True,15900
Lexus,GX 470 Base,2005,198000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,True,15500
Porsche,911 Carrera GTS,2015,23600,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Red,Black,True,132900
Volvo,XC70 3.2,2008,170000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,White,Beige,True,7000
Nissan,350Z NISMO,2008,76500,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Red,True,28000
Porsche,911 Turbo,2007,73500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,75499
Land,Rover Range Rover,2020,29000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Black,True,70000
Porsche,Cayenne E-Hybrid S,2017,69404,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Black,Beige,True,29500
Lexus,IS 350 Base,2007,103000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Red,Beige,True,12900
Porsche,Macan S,2015,70500,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,26500
Land,Rover Range Rover,2016,64000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,White,True,36995
GMC,Savana 2500 Work,2018,63460,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,White,Beige,True,33000
Toyota,4Runner SR5,2018,32199,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,35500
Hyundai,Palisade SEL,2020,69487,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,Black,True,32000
GMC,Sierra 2500 Denali,2015,86000,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Gray,Brown,True,49000
Genesis,GV70 3.5T Sport,2022,8730,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Alta White,Red,True,48219
Dodge,Ram Van 1500,2002,70000,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,Red,Beige,True,8000
Chevrolet,Impala 1LT,2017,70000,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,17900
Audi,A4 2.0T Premium,2015,83420,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Red,Gray,True,16000
Nissan,Altima 2.5 S,2003,189000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,Beige,True,2899
